"","farmer_ID","treat","clusterID","q13","q14","q16","q17","q19","q54a","q58a","q62a","q69"
"676","F_2055","T2",82,"Male",25,"n/a","n/a",4,"1","n/a","n/a",2
"677","F_2057","T2",82,"Female",27,"Male","39",6,"0.5","n/a","3",5
"678","F_2058","T2",82,"Female",32,"n/a","n/a",5,"1","n/a","1.5",2
"679","F_2059","T2",82,"Male",45,"n/a","n/a",5,"2","n/a","n/a",2
"680","F_2062","T2",82,"Female",35,"n/a","n/a",1,"0.5","n/a","1",3
"681","F_2063","T2",82,"Male",42,"n/a","n/a",10,"1","0.25","2",3
"682","F_2064","T2",82,"Female",35,"Male","39",5,"2","1","1.5",2
"683","F_2067","T2",82,"Female",48,"n/a","n/a",5,"1.5","2.5","n/a",3
"684","F_2069","T2",82,"Male",23,"n/a","n/a",3,"0.5","n/a","3",3
"685","F_2070","T2",82,"Female",70,"n/a","n/a",4,"0.5","1","0.5",3
"686","F_2073","T2",82,"Female",24,"Male","33",4,"n/a","n/a","1",4
"687","F_2074","T2",82,"Male",37,"n/a","n/a",6,"1","0.5","0.5",3
"688","F_2076","T2",82,"Female",42,"n/a","n/a",4,"0.5","0.25","1",2
"689","F_2077","T2",82,"Female",28,"Male","30",4,"n/a","n/a","4",1
"690","F_2078","T1",43,"Female",73,"n/a","n/a",7,"1.5","1.5","n/a",1
"691","F_2079","T1",43,"Male",31,"n/a","n/a",6,"1","0.5","n/a",4
"692","F_208","C",35,"Female",25,"Male","35",4,"1","0.5","n/a",1
"693","F_2081","T1",43,"Male",33,"n/a","n/a",9,"0.5","1","0.3",5
"694","F_2084","T1",43,"Male",65,"n/a","n/a",4,"2","n/a","0.5",3
"695","F_2085","T1",43,"Male",44,"n/a","n/a",6,"2","1","2",1
"696","F_2088","T1",43,"Male",45,"n/a","n/a",6,"1","1","1",1
"697","F_209","C",35,"Male",73,"n/a","n/a",4,"2","0.5","0.5",1
"698","F_2091","T1",43,"Female",59,"n/a","n/a",1,"0.5","n/a","1",3
"699","F_2092","T1",43,"Female",28,"n/a","n/a",4,"0.5","0.5","n/a",2
"700","F_2093","T1",43,"Female",999,"n/a","n/a",2,"1","0.5","0.5",1
"701","F_2094","T1",43,"Female",70,"Male","64",2,"0.5","n/a","1",4
"702","F_2096","T1",43,"Male",22,"n/a","n/a",3,"0.7","n/a","1.5",1
"703","F_2097","T1",43,"Male",47,"n/a","n/a",5,"2","1","0.5",2
"704","F_2098","T1",43,"Female",34,"Male","36",5,"1.5","0.5","1",1
"705","F_2102","T1",43,"Male",45,"n/a","n/a",4,"1","0.75","0.5",2
"706","F_2103","T1",43,"Male",72,"n/a","n/a",5,"2","1.5","1",1
"707","F_2104","T1",43,"Male",38,"n/a","n/a",4,"2","1","1.8",1
"708","F_2105","T1",43,"Female",36,"Male","47",5,"1.5","0.5","1",2
"709","F_2106","T1",43,"Male",23,"n/a","n/a",3,"1","n/a","0.5",1
"710","F_2110","T2",51,"Male",63,"n/a","n/a",4,"1","n/a","0.5",2
"711","F_2111","T2",51,"Female",24,"Male","40",4,"1","n/a","1",3
"712","F_2112","T2",51,"Male",70,"n/a","n/a",4,"1.5","n/a","0.5",4
"713","F_2113","T2",51,"Male",27,"n/a","n/a",3,"1","n/a","2.5",1
"714","F_2114","T2",51,"Female",24,"Male","25",4,"2","n/a","1.5",1
"715","F_2115","T2",51,"Male",43,"n/a","n/a",5,"2","0.5","2",1
"716","F_2117","T2",51,"Male",46,"n/a","n/a",8,"1.5","n/a","0.3",1
"717","F_2118","T2",51,"Male",38,"n/a","n/a",5,"2","n/a","1",1
"718","F_2120","T2",51,"Male",40,"n/a","n/a",10,"3","1","3",1
"719","F_2122","T2",51,"Female",28,"Male","77",4,"3.5","1.2","0.5",1
"720","F_2123","T2",51,"Female",40,"n/a","n/a",5,"1.5","0.5","1.5",2
"721","F_2125","T2",51,"Female",20,"Male","26",4,"1","n/a","2",1
"722","F_2126","T2",51,"Female",59,"n/a","n/a",7,"1.5","n/a","n/a",5
"723","F_2128","T2",51,"Male",35,"n/a","n/a",6,"1.5","1","n/a",3
"724","F_2129","T2",51,"Female",21,"n/a","n/a",4,"1","n/a","n/a",4
"725","F_2132","T2",51,"Female",68,"Female","70",4,"1","n/a","0.5",1
"726","F_2133","T2",51,"Female",47,"Male","54",4,"1","0.5","1.5",3
"727","F_2136","T2",51,"Male",42,"n/a","n/a",7,"1","n/a","1",2
"728","F_2142","C",83,"Female",42,"n/a","n/a",6,"1.5","n/a","1",5
"729","F_2143","C",83,"Female",21,"Female","999",6,"1.5","n/a","1",3
"730","F_2144","C",83,"Male",29,"n/a","n/a",4,"n/a","n/a","0.5",1
"731","F_2146","C",83,"Female",49,"n/a","n/a",10,"2","n/a","2",4
"732","F_215","C",35,"Female",33,"n/a","n/a",3,"1","n/a","1",3
"733","F_2151","C",83,"Male",21,"n/a","n/a",2,"1","n/a","1",4
"734","F_2153","C",83,"Female",77,"n/a","n/a",6,"1","n/a","0.5",3
"735","F_2154","C",83,"Female",36,"n/a","n/a",3,"0.5","n/a","0.5",3
"736","F_2158","C",83,"Male",66,"n/a","n/a",5,"2","n/a","n/a",5
"737","F_2159","C",83,"Female",40,"n/a","n/a",3,"1","n/a","0.5",4
"738","F_216","C",35,"Male",52,"n/a","n/a",4,"2","n/a","n/a",2
"739","F_2160","C",83,"Female",39,"n/a","n/a",6,"1","n/a","2",2
"740","F_2161","C",83,"Female",32,"Male","33",5,"1.5","n/a","1",5
"741","F_2162","C",83,"Female",21,"Male","25",3,"1","n/a","1",3
"742","F_2163","C",83,"Male",47,"n/a","n/a",8,"1.5","1.25","0.5",5
"743","F_2166","C",83,"Male",35,"n/a","n/a",4,"1","n/a","0.5",1
"744","F_2167","C",83,"Male",38,"n/a","n/a",5,"0.5","n/a","0.5",3
"745","F_2168","C",83,"Male",44,"n/a","n/a",10,"1","n/a","1",4
"746","F_2169","C",83,"Female",25,"Male","28",4,"1","n/a","0.5",4
"747","F_217","C",35,"Female",35,"Male","39",6,"1.5","1","0.2",2
"748","F_2170","C",83,"Female",46,"n/a","n/a",3,"1","n/a","0.5",5
"749","F_2171","T1",68,"Male",57,"n/a","n/a",10,"2","n/a","n/a",3
"750","F_2174","T1",68,"Male",44,"n/a","n/a",5,"2","1","n/a",4
"751","F_2175","T1",68,"Female",26,"n/a","n/a",2,"1.5","n/a","n/a",5
"752","F_2178","T1",68,"Male",48,"n/a","n/a",8,"1","0.5","n/a",4
"753","F_2179","T1",68,"Male",29,"n/a","n/a",4,"0.5","n/a","n/a",5
"754","F_2180","T1",68,"Female",20,"Male","23",3,"1","n/a","0.5",1
"755","F_2181","T1",68,"Male",45,"n/a","n/a",11,"1","n/a","1",4
"756","F_2182","T1",68,"Female",23,"Female","25",4,"0.5","n/a","0.5",5
"757","F_2185","T1",68,"Female",40,"n/a","n/a",2,"1","n/a","n/a",5
"758","F_2187","T1",68,"Male",62,"n/a","n/a",4,"1","1","1.5",1
"759","F_2189","T1",68,"Female",44,"Male","53",7,"1","n/a","n/a",3
"760","F_2190","T1",68,"Male",70,"n/a","n/a",5,"1","n/a","n/a",5
"761","F_2192","T1",68,"Female",28,"Male","999",4,"1","n/a","0.5",4
"762","F_2196","T1",68,"Female",20,"Male","29",4,"0.5","n/a","0.5",1
"763","F_2198","T1",68,"Male",34,"n/a","n/a",1,"1","n/a","n/a",4
"764","F_2199","T1",68,"Female",36,"Male","48",9,"1.5","n/a","n/a",4
"765","F_22","T1",8,"Male",42,"n/a","n/a",5,"1","1","n/a",1
"766","F_2201","T1",68,"Male",61,"n/a","n/a",6,"2","0.25","1",4
"767","F_2202","T2",108,"Male",38,"n/a","n/a",6,"1","n/a","0.5",3
"768","F_2203","T2",108,"Female",40,"n/a","n/a",7,"1","n/a","1",5
"769","F_2204","T2",108,"Male",42,"n/a","n/a",5,"1.5","n/a","1",1
"770","F_2205","T2",108,"Male",25,"n/a","n/a",3,"1","0.25","0.25",5
"771","F_2208","T2",108,"Female",42,"n/a","n/a",2,"1","n/a","0.5",1
"772","F_221","T1",21,"Male",51,"n/a","n/a",2,"2","1","1",3
"773","F_2210","T2",108,"Male",37,"n/a","n/a",10,"1.5","n/a","1",1
"774","F_2211","T2",108,"Female",999,"n/a","n/a",2,"1","n/a","n/a",2
"775","F_2212","T2",108,"Female",23,"Male","25",3,"1","n/a","n/a",2
"776","F_2214","T2",108,"Male",74,"n/a","n/a",4,"2","0.25","1",3
"777","F_2215","T2",108,"Male",30,"Male","60",2,"0.5","n/a","n/a",1
"778","F_2217","T2",108,"Male",53,"n/a","n/a",9,"1","n/a","1",4
"779","F_2219","T2",108,"Female",22,"Male","999",3,"1","n/a","4",2
"780","F_2222","T2",108,"Female",41,"Male","999",5,"1","n/a","1.5",4
"781","F_2224","T2",108,"Female",38,"Male","49",4,"1.5","n/a","n/a",5
"782","F_2227","T2",108,"Female",58,"Male","999",5,"1.5","1.5","0.5",4
"783","F_2231","T2",108,"Female",56,"Male","64",3,"1","1.5","n/a",5
"784","F_2232","T2",108,"Male",49,"n/a","n/a",5,"1","n/a","n/a",1
"785","F_2233","T1",98,"Male",30,"n/a","n/a",4,"0.5","n/a","n/a",3
"786","F_2235","T1",98,"Male",45,"n/a","n/a",4,"1","0.5","n/a",3
"787","F_2236","T1",98,"Female",33,"n/a","n/a",6,"2","3","2",3
"788","F_2237","T1",98,"Female",30,"n/a","n/a",7,"1","0.5","n/a",5
"789","F_2238","T1",98,"Female",34,"n/a","n/a",6,"1","0.5","1",4
"790","F_2239","T1",98,"Male",42,"n/a","n/a",5,"1","0.75","1.5",1
"791","F_224","T1",21,"Female",41,"Male","48",5,"0.5","n/a","n/a",3
"792","F_2240","T1",98,"Female",31,"n/a","n/a",4,"2","1","1",1
"793","F_2241","T1",98,"Male",45,"n/a","n/a",7,"1","1","1",1
"794","F_2242","T1",98,"Male",57,"n/a","n/a",7,"1.5","n/a","1",3
"795","F_2245","T1",98,"Male",27,"n/a","n/a",3,"3","n/a","2.5",2
"796","F_2247","T1",98,"Female",65,"Male","999",7,"1.5","1","n/a",3
"797","F_2248","T1",98,"Female",22,"Male","24",4,"1","1.5","0.5",3
"798","F_2251","T1",98,"Male",38,"n/a","n/a",6,"1","n/a","1",4
"799","F_2253","T1",98,"Male",30,"n/a","n/a",5,"1","1","1",3
"800","F_2255","T1",98,"Male",62,"n/a","n/a",1,"1","n/a","n/a",1
"801","F_2259","T1",98,"Male",23,"n/a","n/a",4,"n/a","1","1",3
"802","F_2260","T1",98,"Male",32,"n/a","n/a",9,"0.5","n/a","0.25",3
"803","F_2262","T1",98,"Male",34,"n/a","n/a",6,"1","1","n/a",3
"804","F_2264","T2",23,"Female",36,"Male","39",5,"1.5","0.25","n/a",1
"805","F_2267","T2",23,"Female",71,"n/a","n/a",2,"1","0.5","0.5",4
"806","F_2271","T2",23,"Male",24,"n/a","n/a",3,"2","0.25","0.25",3
"807","F_2272","T2",23,"Female",39,"Male","42",6,"1","0.2","0.2",2
"808","F_2273","T2",23,"Female",999,"Male","76",4,"0.5","n/a","0.5",4
"809","F_2275","T2",23,"Female",35,"n/a","n/a",5,"1","n/a","1",2
"810","F_2277","T2",23,"Female",64,"Male","70",9,"2","1","0.5",3
"811","F_2279","T2",23,"Female",33,"n/a","n/a",3,"0.25","0.75","0.25",2
"812","F_228","T1",21,"Female",25,"Male","28",3,"0.5","n/a","n/a",4
"813","F_2282","T2",23,"Male",34,"n/a","n/a",5,"1","0.25","0.5",1
"814","F_2283","T2",23,"Female",67,"Male","68",3,"1","n/a","1",3
"815","F_2284","T2",23,"Male",36,"n/a","n/a",3,"1","n/a","0.75",1
"816","F_2285","T2",23,"Male",40,"n/a","n/a",4,"1","n/a","0.5",5
"817","F_2286","T2",23,"Female",20,"Male","999",3,"1","n/a","0.5",1
"818","F_2288","T2",23,"Male",67,"n/a","n/a",9,"1.5","1.5","1",2
"819","F_2289","T2",23,"Female",49,"Male","50",3,"1.5","0.25","0.25",4
"820","F_2292","T2",23,"Female",51,"Male","61",8,"0.75","0.25","0.25",3
"821","F_2293","T2",23,"Male",30,"n/a","n/a",4,"0.5","0.5","0.5",3
"822","F_2294","T2",23,"Female",41,"Male","999",6,"0.5","n/a","0.5",4
"823","F_2295","T2",48,"Female",80,"n/a","n/a",3,"0.5","0.5","n/a",3
"824","F_2298","T2",48,"Female",40,"Male","45",7,"0.5","n/a","0.5",5
"825","F_2300","T2",48,"Female",58,"Female","62",4,"1","0.2","n/a",4
"826","F_2301","T2",48,"Female",77,"n/a","n/a",5,"1","0.25","0.5",4
"827","F_2303","T2",48,"Male",68,"n/a","n/a",4,"1","0.25","n/a",4
"828","F_2307","T2",48,"Male",45,"n/a","n/a",4,"0.5","n/a","n/a",4
"829","F_2309","T2",48,"Male",61,"n/a","n/a",6,"1.5","1","0.25",3
"830","F_2310","T2",48,"Female",26,"Female","50",6,"1","n/a","0.25",5
"831","F_2311","T2",48,"Male",59,"n/a","n/a",6,"1","0.1","0.5",4
"832","F_2313","T2",48,"Female",20,"Male","54",7,"4","1.5","0.75",1
"833","F_2314","T2",48,"Female",36,"Male","46",5,"1","0.5","n/a",4
"834","F_2315","T2",48,"Male",36,"n/a","n/a",6,"1","0.5","n/a",2
"835","F_2317","T2",48,"Male",28,"n/a","n/a",5,"1.5","0.5","n/a",1
"836","F_2318","T2",48,"Male",69,"n/a","n/a",3,"2","2.5","1.5",1
"837","F_232","T1",21,"Male",22,"n/a","n/a",3,"0.5","0.5","0.5",3
"838","F_2320","T2",48,"Female",35,"Male","41",5,"0.5","n/a","n/a",3
"839","F_2322","T2",48,"Male",26,"Male","28",5,"1.5","0.5","n/a",1
"840","F_2324","T2",48,"Female",62,"n/a","n/a",6,"0.5","n/a","n/a",4
"841","F_2325","T2",48,"Female",42,"Male","49",6,"1","1","0.2",4
"842","F_2326","T1",12,"Female",46,"n/a","n/a",5,"1","0.25","0.5",4
"843","F_2328","T1",12,"Male",60,"n/a","n/a",5,"1.5","n/a","1.4",3
"844","F_2329","T1",12,"Female",42,"Male","44",5,"1","0.5","1",2
"845","F_2330","T1",12,"Female",30,"Male","35",4,"1","n/a","n/a",3
"846","F_2332","T1",12,"Female",62,"n/a","n/a",5,"1","0.25","n/a",3
"847","F_2333","T1",12,"Female",24,"n/a","n/a",5,"0.25","n/a","0.5",3
"848","F_2335","T1",12,"Female",999,"n/a","n/a",8,"1","n/a","0.5",5
"849","F_2336","T1",12,"Male",41,"n/a","n/a",5,"1","n/a","0.5",2
"850","F_2339","T1",12,"Female",23,"Male","26",4,"1","n/a","0.5",3
"851","F_2342","T1",12,"Female",27,"Male","30",4,"1","1","1.5",1
"852","F_2346","T1",12,"Male",36,"n/a","n/a",6,"0.5","n/a","0.5",4
"853","F_2347","T1",12,"Female",29,"Male","31",4,"0.5","n/a","0.5",5
"854","F_2348","T1",12,"Female",63,"n/a","n/a",7,"1","0.5","0.5",3
"855","F_2349","T1",12,"Female",42,"Male","45",7,"1.5","0.25","1",4
"856","F_2352","T1",12,"Female",58,"n/a","n/a",2,"1","0.5","0.5",4
"857","F_2353","T1",12,"Female",19,"Male","21",3,"0.5","n/a","0.5",4
"858","F_2354","T1",12,"Female",49,"n/a","n/a",4,"0.5","n/a","1",3
"859","F_2356","T1",12,"Female",22,"Male","23",3,"1.5","0.5","0.5",1
"860","F_2358","T1",33,"Female",28,"Male","36",6,"0.5","1","n/a",4
"861","F_236","T1",21,"Female",34,"n/a","n/a",5,"1.5","n/a","n/a",2
"862","F_2362","T1",33,"Male",72,"n/a","n/a",3,"1","1","1.5",3
"863","F_2364","T1",33,"Female",22,"n/a","n/a",3,"0.5","n/a","0.25",3
"864","F_2365","T1",33,"Male",38,"n/a","n/a",6,"0.5","0.5","n/a",3
"865","F_2366","T1",33,"Male",27,"n/a","n/a",4,"0.5","1","1",3
"866","F_2367","T1",33,"Female",50,"n/a","n/a",5,"0.5","n/a","n/a",5
"867","F_2368","T1",33,"Female",23,"Male","28",4,"0.5","n/a","n/a",3
"868","F_2370","T1",33,"Male",34,"n/a","n/a",5,"2","0.5","n/a",3
"869","F_2371","T1",33,"Male",20,"n/a","n/a",1,"3","3","1",1
"870","F_2372","T1",33,"Female",68,"n/a","n/a",3,"0.25","0.25","n/a",5
"871","F_2376","T1",33,"Male",39,"n/a","n/a",7,"0.75","0.5","n/a",1
"872","F_2377","T1",33,"Male",42,"n/a","n/a",6,"2","1","n/a",3
"873","F_2378","T1",33,"Female",23,"Male","24",5,"1.5","n/a","n/a",3
"874","F_2379","T1",33,"Male",23,"n/a","n/a",3,"0.5","0.5","0.5",4
"875","F_2382","T1",33,"Female",26,"n/a","n/a",5,"0.5","n/a","n/a",5
"876","F_2385","T1",33,"Male",28,"n/a","n/a",3,"0.75","n/a","0.5",3
"877","F_2386","T1",33,"Male",26,"n/a","n/a",2,"1","0.75","0.75",3
"878","F_2387","T1",33,"Female",35,"Male","27",7,"1","n/a","0.5",3
"879","F_2388","T2",104,"Female",28,"Male","60",5,"0.5","n/a","n/a",4
"880","F_2389","T2",104,"Female",47,"n/a","n/a",8,"1.5","n/a","1.5",5
"881","F_2390","T2",104,"Male",20,"n/a","n/a",2,"1","n/a","n/a",2
"882","F_2391","T2",104,"Male",72,"n/a","n/a",11,"2","n/a","0.5",4
"883","F_2392","T2",104,"Female",75,"n/a","n/a",6,"1","0.3","n/a",3
"884","F_2393","T2",104,"Male",28,"n/a","n/a",4,"1","n/a","1",3
"885","F_2394","T2",104,"Male",35,"n/a","n/a",6,"0.75","n/a","0.75",4
"886","F_2396","T2",104,"Male",47,"n/a","n/a",6,"1","n/a","0.5",4
"887","F_2398","T2",104,"Male",46,"n/a","n/a",8,"2","2","n/a",2
"888","F_24","T1",8,"Female",55,"n/a","n/a",4,"1","0.5","n/a",4
"889","F_240","T1",21,"Male",27,"n/a","n/a",3,"1.5","n/a","n/a",2
"890","F_2401","T2",104,"Male",43,"n/a","n/a",7,"1","n/a","n/a",4
"891","F_2403","T2",104,"Male",32,"n/a","n/a",3,"0.5","n/a","0.25",3
"892","F_2405","T2",104,"Male",38,"n/a","n/a",5,"1","n/a","n/a",1
"893","F_2406","T2",104,"Male",32,"n/a","n/a",4,"1.5","n/a","n/a",1
"894","F_2407","T2",104,"Male",45,"n/a","n/a",9,"3","0.5","0.5",4
"895","F_2410","T2",104,"Female",43,"n/a","n/a",7,"2","n/a","n/a",3
"896","F_2411","T2",104,"Female",56,"Male","60",2,"1","1","0.5",4
"897","F_2414","T2",104,"Female",39,"n/a","n/a",6,"0.3","n/a","0.3",4
"898","F_2417","T2",104,"Male",46,"n/a","n/a",6,"1","n/a","1",1
"899","F_2419","T2",107,"Male",59,"n/a","n/a",6,"2","1","0.5",1
"900","F_2420","T2",107,"Female",50,"n/a","n/a",4,"1","n/a","1",4
"901","F_2422","T2",107,"Male",22,"n/a","n/a",5,"2","0.5","n/a",4
"902","F_2425","T2",107,"Female",25,"Male","35",4,"1","n/a","0.5",3
"903","F_2426","T2",107,"Male",30,"n/a","n/a",7,"3.5","n/a","1",2
"904","F_2427","T2",107,"Male",54,"n/a","n/a",8,"0.75","n/a","n/a",4
"905","F_243","T1",21,"Female",29,"n/a","n/a",3,"1","n/a","n/a",2
"906","F_2431","T2",107,"Female",26,"Male","30",3,"1","n/a","n/a",1
"907","F_2433","T2",107,"Female",57,"Male","75",5,"2","n/a","1.5",4
"908","F_2435","T2",107,"Female",60,"n/a","n/a",6,"2","1","n/a",1
"909","F_2436","T2",107,"Male",68,"n/a","n/a",6,"1.5","n/a","1",1
"910","F_2437","T2",107,"Male",54,"n/a","n/a",8,"2","0.5","1",4
"911","F_2439","T2",107,"Male",41,"n/a","n/a",5,"2","3","n/a",4
"912","F_2443","T2",107,"Female",53,"n/a","n/a",7,"1.5","n/a","1",4
"913","F_2444","T2",107,"Female",37,"n/a","n/a",6,"1","0.25","n/a",1
"914","F_2445","T2",107,"Female",26,"Male","29",4,"1","0.5","0.5",3
"915","F_2446","T2",107,"Male",59,"n/a","n/a",4,"1.5","0.5","1",1
"916","F_2448","T2",107,"Female",70,"n/a","n/a",7,"1","n/a","0.25",4
"917","F_2449","T2",107,"Female",48,"n/a","n/a",6,"2","1","n/a",5
"918","F_2450","T1",76,"Female",58,"n/a","n/a",3,"2","1","1",4
"919","F_2452","T1",76,"Male",19,"n/a","n/a",3,"1.5","n/a","1",1
"920","F_2456","T1",76,"Male",34,"n/a","n/a",7,"1.5","n/a","n/a",4
"921","F_2458","T1",76,"Female",28,"Male","29",5,"n/a","n/a","1",3
"922","F_2459","T1",76,"Female",22,"Male","36",3,"2","n/a","0.5",3
"923","F_2460","T1",76,"Male",32,"n/a","n/a",6,"0.5","n/a","0.5",4
"924","F_2461","T1",76,"Male",34,"n/a","n/a",6,"1","0.5","n/a",4
"925","F_2462","T1",76,"Male",26,"Male","40",4,"1","n/a","1",5
"926","F_2465","T1",76,"Male",54,"n/a","n/a",10,"3","n/a","1",2
"927","F_2466","T1",76,"Male",56,"n/a","n/a",9,"1","1","n/a",4
"928","F_2468","T1",76,"Male",59,"n/a","n/a",7,"2","n/a","1",3
"929","F_2471","T1",76,"Female",29,"Male","999",5,"1.5","n/a","1",3
"930","F_2474","T1",76,"Male",36,"n/a","n/a",6,"1","0.75","n/a",2
"931","F_2475","T1",76,"Male",28,"n/a","n/a",4,"2.5","n/a","1",4
"932","F_2476","T1",76,"Male",36,"n/a","n/a",6,"1","0.5","0.5",3
"933","F_2477","T1",76,"Female",63,"n/a","n/a",3,"1","n/a","0.25",1
"934","F_2478","T1",76,"Male",56,"n/a","n/a",7,"1.5","0.5","1.5",4
"935","F_2479","T1",76,"Female",34,"Male","999",7,"1","n/a","1",4
"936","F_2481","T1",60,"Male",40,"n/a","n/a",7,"1.5","n/a","1.5",5
"937","F_2482","T1",60,"Male",40,"n/a","n/a",4,"0.5","n/a","1",3
"938","F_2484","T1",60,"Female",38,"Male","46",6,"2","0.25","3",1
"939","F_2485","T1",60,"Female",35,"Male","36",7,"1.5","n/a","3.5",2
"940","F_2486","T1",60,"Male",23,"n/a","n/a",3,"0.5","n/a","1",2
"941","F_2487","T1",60,"Male",44,"n/a","n/a",8,"1","1.5","1",1
"942","F_2488","T1",60,"Male",39,"n/a","n/a",1,"n/a","n/a","1",1
"943","F_2489","T1",60,"Female",34,"Male","37",8,"2","n/a","4",3
"944","F_2490","T1",60,"Female",23,"Male","37",5,"1.5","0.25","1",1
"945","F_2492","T1",60,"Male",29,"n/a","n/a",4,"1","n/a","0.5",2
"946","F_2494","T1",60,"Male",34,"n/a","n/a",6,"1.5","0.5","n/a",4
"947","F_2495","T1",60,"Male",21,"n/a","n/a",3,"1","n/a","1",1
"948","F_2496","T1",60,"Male",77,"n/a","n/a",4,"1","n/a","2",1
"949","F_25","T1",8,"Female",30,"n/a","n/a",4,"1","n/a","n/a",4
"950","F_2501","T1",60,"Female",27,"Male","27",4,"1.5","n/a","1",3
"951","F_2502","T1",60,"Female",40,"n/a","n/a",7,"0.5","n/a","n/a",3
"952","F_2505","T1",60,"Male",40,"n/a","n/a",4,"1","n/a","1",3
"953","F_2506","T1",60,"Male",25,"n/a","n/a",4,"1","0.25","1.5",1
"954","F_2507","T1",60,"Male",51,"n/a","n/a",9,"1.5","n/a","2",1
"955","F_251","T1",21,"Female",67,"n/a","n/a",2,"2","1","n/a",4
"956","F_2512","C",93,"Female",40,"n/a","n/a",6,"1","0.5","0.25",5
"957","F_2513","C",93,"Male",23,"n/a","n/a",3,"1","2","1",1
"958","F_2514","C",93,"Female",32,"Male","42",5,"0.5","n/a","n/a",2
"959","F_2516","C",93,"Female",37,"Male","47",6,"1.5","n/a","1.5",1
"960","F_2518","C",93,"Female",35,"Male","40",8,"1.5","n/a","0.5",2
"961","F_2519","C",93,"Male",58,"Male","63",5,"1.5","n/a","0.25",1
"962","F_2520","C",93,"Female",37,"n/a","n/a",5,"0.5","n/a","0.5",4
"963","F_2521","C",93,"Female",38,"Male","42",5,"3","1","n/a",4
"964","F_2523","C",93,"Female",38,"n/a","n/a",3,"0.5","n/a","0.25",3
"965","F_2524","C",93,"Female",38,"Male","40",5,"1.5","n/a","n/a",1
"966","F_2525","C",93,"Male",25,"n/a","n/a",3,"1","n/a","n/a",3
"967","F_2526","C",93,"Male",27,"n/a","n/a",4,"1","0.3","n/a",4
"968","F_2527","C",93,"Female",36,"Male","48",5,"0.5","n/a","0.5",1
"969","F_2534","C",93,"Female",30,"n/a","n/a",2,"1","n/a","0.5",1
"970","F_2537","C",93,"Female",35,"Male","35",6,"2","n/a","0.5",1
"971","F_2539","C",93,"Female",42,"Male","999",4,"1","n/a","n/a",3
"972","F_2540","C",93,"Male",60,"n/a","n/a",2,"1","n/a","0.2",1
"973","F_2544","C",109,"Male",34,"n/a","n/a",6,"1","0.25","2",2
"974","F_2545","C",109,"Male",29,"n/a","n/a",3,"1","0.5","n/a",1
"975","F_2547","C",109,"Male",52,"n/a","n/a",4,"1","n/a","1",3
"976","F_255","T1",21,"Male",28,"n/a","n/a",4,"1","1","0.5",1
"977","F_2550","C",109,"Male",28,"n/a","n/a",5,"1","n/a","1.5",3
"978","F_2553","C",109,"Male",49,"n/a","n/a",5,"4","n/a","n/a",3
"979","F_2554","C",109,"Male",58,"n/a","n/a",1,"2","n/a","n/a",1
"980","F_2555","C",109,"Female",30,"Male","38",6,"0.5","n/a","0.25",4
"981","F_2556","C",109,"Female",73,"n/a","n/a",4,"2","n/a","2.5",2
"982","F_2558","C",109,"Male",27,"n/a","n/a",4,"0.5","n/a","1",2
"983","F_2561","C",109,"Female",63,"Male","70",7,"1","0.3","n/a",4
"984","F_2563","C",109,"Male",35,"n/a","n/a",6,"6","1","3.5",1
"985","F_2564","C",109,"Female",56,"n/a","n/a",2,"1","0.25","0.25",4
"986","F_2565","C",109,"Female",48,"Male","50",6,"1","n/a","0.5",2
"987","F_2567","C",109,"Male",31,"n/a","n/a",5,"0.7","n/a","1",3
"988","F_2569","C",109,"Male",30,"n/a","n/a",6,"2","n/a","n/a",3
"989","F_257","T1",21,"Female",19,"Male","40",4,"0.4","n/a","n/a",4
"990","F_2570","C",109,"Male",57,"n/a","n/a",7,"2","n/a","2",1
"991","F_2571","C",109,"Male",28,"n/a","n/a",3,"1","n/a","1",3
"992","F_2573","C",109,"Female",74,"n/a","n/a",3,"1","0.25","0.25",2
"993","F_2574","C",73,"Female",41,"n/a","n/a",6,"1","0.25","1",3
"994","F_2575","C",73,"Male",70,"n/a","n/a",3,"1.5","0.25","0.75",1
"995","F_2576","C",73,"Female",42,"n/a","n/a",6,"0.5","1","n/a",3
"996","F_2578","C",73,"Female",49,"Male","51",4,"1.5","0.5","0.5",3
"997","F_2581","C",73,"Female",27,"Male","32",4,"n/a","n/a","n/a",5
"998","F_2586","C",73,"Male",27,"n/a","n/a",4,"1","1","2",3
"999","F_2587","C",73,"Female",39,"n/a","n/a",6,"1.5","1","2",2
"1000","F_2588","C",73,"Female",37,"n/a","n/a",6,"0.5","n/a","0.5",3
"1001","F_2589","C",73,"Female",37,"n/a","n/a",6,"1","n/a","0.5",4
"1002","F_2592","C",73,"Male",22,"n/a","n/a",3,"1","n/a","n/a",1
"1003","F_2595","C",73,"Female",42,"Male","45",4,"2","n/a","0.5",2
"1004","F_2596","C",73,"Female",47,"Male","53",7,"2","0.2","0.1",2
"1005","F_2598","C",73,"Female",63,"n/a","n/a",5,"1","n/a","1",1
"1006","F_2599","C",73,"Male",41,"n/a","n/a",7,"1","n/a","n/a",1
"1007","F_2600","C",73,"Female",56,"n/a","n/a",3,"1.5","0.25","0.5",1
"1008","F_2601","C",73,"Male",49,"n/a","n/a",4,"1","n/a","n/a",3
